"","Film.ID","Title","Year","Academy.Nominations","Academy.Awards","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","Response","Error","Country1","Genre1"
"3369","The Jungle Book (1967)","The Jungle Book",1967,1,1,"APPROVED","07 Dec 1967",78,"Animation, Adventure, Family","Wolfgang Reitherman","Larry Clemmons (story), Ralph Wright (story), Ken Anderson (story), Vance Gerry (story), Rudyard Kipling (inspired by the Mowgli stories)","Phil Harris, Sebastian Cabot, Bruce Reitherman, George Sanders","Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.","English","USA","Nominated for 1 Oscar. Another 4 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_SX300.jpg",NA,7.6,"109,690","tt0061852","movie","True",NA,"USA","Animation"
"3370","The Jury Goes Round 'N' Round (1945)","The Jury Goes Round 'N' Round",1945,1,1,"N/A","01 Jun 1945",NA,"Comedy, Short","Jules White","N/A","Barbara Jo Allen, Frank Alten, Elberta Casey, Vernon Dent","N/A","English","USA","N/A","N/A",NA,6.9,"8","tt0037841","movie","True",NA,"USA","Comedy"
"3371","The Kansan (1943)","The Kansan",1943,1,1,"APPROVED","10 Sep 1943",79,"Romance, Western","George Archainbaud","Harold Shumate (screenplay), Frank Gruber (from the story ""Peace Marshal"")","Richard Dix, Jane Wyatt, Albert Dekker, Eugene Pallette","Wounded while stopping the James gang from robbing the local bank, a cowboy wakes up in the hospital to find that he's been elected town marshal. He soon comes into conflict with the town ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTkyNjYwMTUwM15BMl5BanBnXkFtZTcwMDgwODUyMQ@@._V1_SX300.jpg",NA,5.7,"214","tt0036065","movie","True",NA,"USA","Romance"
"3372","The Karate Kid (1984)","The Karate Kid",1984,1,1,"PG","22 Jun 1984",126,"Action, Drama, Family","John G. Avildsen","Robert Mark Kamen","Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove","A handyman/martial arts master agrees to teach a bullied boy karate and shows him that there is more to the martial art than fighting.","English, Japanese","USA","Nominated for 1 Oscar. Another 2 wins & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTkyNjE3MjM2MV5BMl5BanBnXkFtZTYwMzY5ODk4._V1_SX300.jpg",NA,7.2,"114,094","tt0087538","movie","True",NA,"USA","Action"
"3373","The Karate Kid Part II (1986)","The Karate Kid Part II",1986,1,1,"PG","20 Jun 1986",113,"Action, Family, Romance","John G. Avildsen","Robert Mark Kamen, Robert Mark Kamen (characters created by)","Pat Morita, Ralph Macchio, Pat E. Johnson, Bruce Malmuth","Daniel accompanies his mentor to Okinawa who is off to see his dying father and confront his old rival, while Daniel inadvertently makes an enemy of his own.","English","USA","Nominated for 1 Oscar. Another 4 wins & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg3ODc2Nzc3M15BMl5BanBnXkFtZTYwMDMzNzc5._V1_SX300.jpg",NA,5.9,"46,781","tt0091326","movie","True",NA,"USA","Action"
"3374","The Keys of the Kingdom (1945)","The Keys of the Kingdom",1945,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3375","The Kids Are All Right (2010)","The Kids Are All Right",2010,4,4,"R","30 Jul 2010",106,"Comedy, Drama","Lisa Cholodenko","Lisa Cholodenko, Stuart Blumberg","Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska","Two children conceived by artificial insemination bring their biological father into their non-traditional family life.","English","USA","Nominated for 4 Oscars. Another 27 wins & 108 nominations.","http://ia.media-imdb.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_SX300.jpg",86,7.1,"105,902","tt0842926","movie","True",NA,"USA","Comedy"
"3376","The Killers (1946)","The Killers",1946,4,4,"NOT RATED","26 Nov 1946",97,"Crime, Drama, Film-Noir","Robert Siodmak","Anthony Veiller (screenplay), Ernest Hemingway (from the story by)","Burt Lancaster, Ava Gardner, Edmond O'Brien, Albert Dekker","Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.","English","USA","Nominated for 4 Oscars. Another 3 wins.","http://ia.media-imdb.com/images/M/MV5BMTQ0MTgxMTY2M15BMl5BanBnXkFtZTgwOTEwMTMzMjE@._V1_SX300.jpg",NA,7.9,"12,607","tt0038669","movie","True",NA,"USA","Crime"
"3377","The Killing Fields (1984)","The Killing Fields",1984,7,7,"R","01 Feb 1985",141,"Drama, History, War","Roland Joffé","Bruce Robinson (screenplay)","Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands","A photographer is trapped in Cambodia during tyrant Pol Pot's bloody ""Year Zero"" cleansing campaign, which claimed the lives of two million ""undesirable"" civilians.","English, French, Khmer, Russian","UK","Won 3 Oscars. Another 24 wins & 22 nominations.","http://ia.media-imdb.com/images/M/MV5BMjE3OTEwMjk2Nl5BMl5BanBnXkFtZTcwOTgwNTMyMQ@@._V1_SX300.jpg",NA,7.9,"40,318","tt0087553","movie","True",NA,"UK","Drama"
"3378","The Killing Ground (1979)","The Killing Ground",1979,1,1,"N/A","N/A",60,"Documentary","N/A","Brit Hume","Brit Hume","N/A","English","USA","N/A","N/A",NA,5.7,"6","tt0079402","movie","True",NA,"USA","Documentary"
"3379","The King's Speech (2010)","The King's Speech",2010,12,12,"R","25 Dec 2010",118,"Biography, Drama","Tom Hooper","David Seidler (screenplay)","Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal","The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.","English","UK, USA, Australia","Won 4 Oscars. Another 95 wins & 182 nominations.","http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg",88,8.1,"452,317","tt1504320","movie","True",NA,"UK","Biography"
"3380","The King and I (1956)","The King and I",1956,9,9,"G","29 Jun 1956",133,"Biography, Drama, Musical","Walter Lang","Ernest Lehman (screenplay), Oscar Hammerstein II (book), Margaret Landon (from their musical play based on Anna and the King of Siam by)","Deborah Kerr, Yul Brynner, Rita Moreno, Martin Benson","A widow accepts a job as a live-in governess to the King of Siam's children.","English, Thai","USA","Won 5 Oscars. Another 5 wins & 11 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQyMzk5MDc5Nl5BMl5BanBnXkFtZTgwMDU3MDkwMzE@._V1._CR25,45,292,449_SX89_AL_.jpg_V1_SX300.jpg",NA,7.5,"18,169","tt0049408","movie","True",NA,"USA","Biography"
"3381","The Kiss (1958)","The Kiss",1958,1,1,"N/A","16 Sep 1958",29,"Short","Everett Chambers","John Patrick Hayes","David Brenner, Julie Reilly, Teddi Landess, Jana Pearce","N/A","English","USA","N/A","N/A",NA,6.2,"10","tt0051821","movie","True",NA,"USA","Short"
"3382","The Kite Runner (2007)","The Kite Runner",2007,1,1,"PG-13","11 Jan 2008",128,"Drama","Marc Forster","David Benioff (screenplay), Khaled Hosseini (novel)","Khalid Abdalla, Atossa Leoni, Shaun Toub, Sayed Jafar Masihullah Gharibzada","After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.","Dari, English, Pushto, Russian, Urdu","USA, China","Nominated for 1 Oscar. Another 6 wins & 20 nominations.","http://ia.media-imdb.com/images/M/MV5BODcyNjY2MjEwM15BMl5BanBnXkFtZTcwODQ0MzI1MQ@@._V1_SX300.jpg",61,7.6,"65,676","tt0419887","movie","True",NA,"USA","Drama"
"3383","The Klan: A Legacy of Hate in America (1982)","The Klan: A Legacy of Hate in America",1982,1,1,"N/A","01 Oct 1982",NA,"Documentary, Short","Werner Schumann","Charles Guggenheim, Patsy Sims","James Whitmore","N/A","English","USA","N/A","N/A",NA,5.8,"8","tt0084213","movie","True",NA,"USA","Documentary"
"3384","The L-Shaped Room (1963)","The L-Shaped Room",1963,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3385","The Labor Front (1943)","The Labor Front",1943,1,1,"N/A","N/A",21,"Documentary, Short","N/A","N/A","N/A","This is a newsreel on the mobilization of manpower during World War II. It focuses on how the workers on production lines produced a large volume of materials for the Allied war effort.","English","Canada","N/A","N/A",NA,NA,"N/A","tt2614378","movie","True",NA,"Canada","Documentary"
"3386","The Lady and the Reaper (La Dama y la Muerte) (2009)","The Lady and the Reaper (La Dama y la Muerte)",2009,1,1,"N/A","19 Feb 2010",8,"Animation, Short, Comedy","Javier Recio Gracia","Javier Recio Gracia","Miguel Angel Perez, Eva Molina","A sweet old lady is living alone in her farm, waiting for the arrival of death to meet her beloved husband again. One night, while sleeping, her life fades out and she is invited to cross ...","English","Spain","N/A","http://ia.media-imdb.com/images/M/MV5BMTg4OTQwNzU0NV5BMl5BanBnXkFtZTgwOTY4MDY3MDE@._V1_SX300.jpg",NA,7.3,"1,900","tt1523317","movie","True",NA,"Spain","Animation"
"3387","The Lady Eve (1941)","The Lady Eve",1941,1,1,"NOT RATED","21 Mar 1941",94,"Comedy, Romance","Preston Sturges","Monckton Hoffe (screen play: based on a story by), Preston Sturges","Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette","A trio of classy card sharps targets the socially awkward heir to brewery millions for his money, till one of them falls in love with him.","English","USA","Nominated for 1 Oscar. Another 2 wins.","http://ia.media-imdb.com/images/M/MV5BMjA1OTAwODEzMF5BMl5BanBnXkFtZTYwNzc1MjM5._V1_SX300.jpg",NA,8,"13,716","tt0033804","movie","True",NA,"USA","Comedy"
"3388","The Lady in Waiting (1992)","The Lady in Waiting",1992,1,1,"N/A","N/A",28,"Short","Christian Taylor","Christian Taylor","Virginia McKenna, Rodney Hudson, Beth McGee-Russell, Emma Wilson","N/A","English","USA","Nominated for 1 Oscar. Another 2 wins.","N/A",NA,6.6,"18","tt0104669","movie","True",NA,"USA","Short"
"3389","The Lady Objects (1938)","The Lady Objects",1938,1,1,"APPROVED","12 Oct 1938",66,"Drama, Music, Romance","Erle C. Kenton","Gladys Lehman (screenplay), Charles Kenyon (screenplay)","Gloria Stuart, Lanny Ross, Joan Marsh, Roy Benson","Ann Adams and William Hayward get married and she has a secretary's job in a law office, while finishing her schooling, and she soon makes junior partner and is just a brilliant lawyer. ...","English","USA","N/A","N/A",NA,6.1,"32","tt0030340","movie","True",NA,"USA","Drama"
"3390","The Ladykillers (1956)","The Ladykillers",1956,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3391","The Landlord (1970)","The Landlord",1970,1,1,"R","20 May 1970",112,"Comedy, Drama","Hal Ashby","Bill Gunn (screenplay), Kristin Hunter (novel)","Beau Bridges, Lee Grant, Diana Sands, Pearl Bailey","At the age of twenty-nine, Elgar Enders ""runs away"" from home. This running away consists of buying a building in a black ghetto in the Park Slope section of Brooklyn. Initially his ...","English","USA","Nominated for 1 Oscar. Another 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMTMzMTgxMzM5MV5BMl5BanBnXkFtZTcwNzU2NjE2NA@@._V1_SX300.jpg",NA,6.9,"1,475","tt0065963","movie","True",NA,"USA","Comedy"
"3392","The Last Angry Man (1959)","The Last Angry Man",1959,2,2,"APPROVED","01 Feb 1960",100,"Drama","Daniel Mann","Gerald Green (screenplay), Richard Murphy (adaptation), Gerald Green (novel)","Paul Muni, David Wayne, Betsy Palmer, Luther Adler","An aspiring journalist's story of his aged uncle doctor leads to the uncle's life being profiled on TV.","English, Yiddish","USA","Nominated for 2 Oscars. Another 2 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTIxMTg3NTg3MV5BMl5BanBnXkFtZTcwNDEwMjEyMQ@@._V1_SX300.jpg",NA,7.1,"545","tt0052990","movie","True",NA,"USA","Drama"
"3393","The Last Bomb (1945)","The Last Bomb",1945,1,1,"N/A","N/A",35,"Short, Documentary, War","Frank Lloyd","N/A","Reed Hadley, Arthur Kennedy, Curtis LeMay, Zane Mann","Documentary of the planning and delivery of the last great bomber attack on the city of Tokyo by the U.S. Army Air Forces in World War II.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTg0OTA5MDU4Ml5BMl5BanBnXkFtZTgwOTgyNTAzMTE@._V1_SX300.jpg",NA,6.3,"41","tt0037861","movie","True",NA,"USA","Short"
"3394","The Last Campaign of Governor Booth Gardner (2009)","The Last Campaign of Governor Booth Gardner",2009,1,1,"N/A","01 Aug 2009",37,"Documentary, Short","Daniel Junge","N/A","Booth Gardner, Katherine Bragdon, Dia Armenta, Anne Martens","Documentary following assisted suicide ballot initiative in Washington State.","N/A","USA","Nominated for 1 Oscar. Another 1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTcxOTI4MjY3M15BMl5BanBnXkFtZTcwMjE4MTMwNA@@._V1_SX300.jpg",NA,7.3,"48","tt1534853","movie","True",NA,"USA","Documentary"
"3395","The Last Days (1998)","The Last Days",1998,1,1,"PG-13","15 Jul 1999",87,"Documentary, War","James Moll","N/A","Bill Basch, Martin Basch, Randolph Braham, Alice Lok Cahana","Five Jewish Hungarians, now U.S. citizens, tell their stories: before March, 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood ...","English, German, Hungarian","USA","Won 1 Oscar. Another 3 nominations.","http://ia.media-imdb.com/images/M/MV5BODgzOTM1NzIzOF5BMl5BanBnXkFtZTcwMTI1MDk3MQ@@._V1_SX300.jpg",NA,7.7,"1,650","tt0174852","movie","True",NA,"USA","Documentary"
"3396","The Last Detail (1973)","The Last Detail",1973,3,3,"R","15 Feb 1974",104,"Comedy, Drama","Hal Ashby","Robert Towne (screenplay), Darryl Ponicsan (novel)","Jack Nicholson, Otis Young, Randy Quaid, Clifton James","Two Navy men are ordered to bring a young offender to prison but decide to show him one last good time along the way.","English","USA","Nominated for 3 Oscars. Another 6 wins & 6 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAxMjgyMDc2N15BMl5BanBnXkFtZTYwNTgwMzE5._V1_SX300.jpg",NA,7.6,"15,173","tt0070290","movie","True",NA,"USA","Comedy"
"3397","The Last Emperor (1987)","The Last Emperor",1987,9,9,"PG-13","15 Apr 1988",163,"Biography, Drama, History","Bernardo Bertolucci","Mark Peploe (screenplay), Bernardo Bertolucci (screenplay), Enzo Ungari (initial screenplay collaboration)","John Lone, Joan Chen, Peter O'Toole, Ruocheng Ying","The story of the final Emperor of China.","English, Mandarin, Japanese, Russian","China, Italy, UK, France","Won 9 Oscars. Another 43 wins & 15 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQyNDE4MDk4MV5BMl5BanBnXkFtZTcwMjIyMjU1MQ@@._V1_SX300.jpg",76,7.8,"65,382","tt0093389","movie","True",NA,"China","Biography"
"3398","The Last Farm (2005)","The Last Farm",2005,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"3399","The Last King of Scotland (2006)","The Last King of Scotland",2006,1,1,"R","19 Jan 2007",123,"Biography, Drama, History","Kevin Macdonald","Peter Morgan (screenplay), Jeremy Brock (screenplay), Giles Foden (novel)","Forest Whitaker, James McAvoy, Kerry Washington, Gillian Anderson","Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s","English, French, German, Swahili","UK, Germany","Won 1 Oscar. Another 46 wins & 27 nominations.","http://ia.media-imdb.com/images/M/MV5BMTc4NDYwOTg1N15BMl5BanBnXkFtZTcwMzM3MjYzMQ@@._V1_SX300.jpg",74,7.7,"136,471","tt0455590","movie","True",NA,"UK","Biography"
"3400","The Last Metro (1980)","The Last Metro",1980,1,1,"PG","19 Feb 1981",131,"Drama, Romance, War","François Truffaut","François Truffaut (scenario), Suzanne Schiffman (scenario), François Truffaut (dialogue), Suzanne Schiffman (dialogue), Jean-Claude Grumberg (dialogue)","Catherine Deneuve, Gérard Depardieu, Jean Poiret, Andréa Ferréol","In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.","French, German","France","Nominated for 1 Oscar. Another 14 wins & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMjM2MzMzNjY0NF5BMl5BanBnXkFtZTgwNTk1OTk3MTE@._V1._CR28.1875,48.622161865234375,1471.1817932128906,1948.6362609863281_SY132_CR5,0,89,132_AL_.jpg_V1_SX300.jpg",NA,7.4,"8,611","tt0080610","movie","True",NA,"France","Drama"
"3401","The Last of the Mohicans (1992)","The Last of the Mohicans",1992,1,1,"R","25 Sep 1992",112,"Action, Adventure, Drama","Michael Mann","James Fenimore Cooper (novel), John L. Balderston (adaptation), Paul Perez (adaptation), Daniel Moore (adaptation), Philip Dunne, Michael Mann (screenplay), Christopher Crowe (screenplay)","Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig","Three trappers protect a British Colonel's daughters in the midst of the French and Indian War.","English, French, Mohawk","USA","Won 1 Oscar. Another 5 wins & 12 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ0MjQ5NDAzMV5BMl5BanBnXkFtZTcwNjYzMjE2MQ@@._V1_SX300.jpg",76,7.8,"105,714","tt0104691","movie","True",NA,"USA","Action"
"3402","The Last Picture Show (1971)","The Last Picture Show",1971,8,8,"R","22 Oct 1971",118,"Drama","Peter Bogdanovich","Larry McMurtry (screenplay), Peter Bogdanovich (screenplay), Larry McMurtry (novel)","Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson","A group of 1950s high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both economically and culturally.","English","USA","Won 2 Oscars. Another 16 wins & 22 nominations.","http://ia.media-imdb.com/images/M/MV5BNDkyNzQ1NzYzN15BMl5BanBnXkFtZTcwNjE5MDEwNw@@._V1._CR73.19999694824219,89.69999694824219,1196,1865.2000274658203_SX89_AL_.jpg_V1_SX300.jpg",NA,8.1,"29,642","tt0067328","movie","True",NA,"USA","Drama"
"3403","The Last Samurai (2003)","The Last Samurai",2003,4,4,"R","05 Dec 2003",154,"Action, Drama, History","Edward Zwick","John Logan (story), John Logan (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay)","Ken Watanabe, Tom Cruise, William Atherton, Chad Lindberg","An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.","English, Japanese","USA, New Zealand, Japan","Nominated for 4 Oscars. Another 19 wins & 45 nominations.","http://ia.media-imdb.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SX300.jpg",55,7.7,"297,848","tt0325710","movie","True",NA,"USA","Action"
"3404","The Last Station (2009)","The Last Station",2009,2,2,"R","26 Feb 2010",112,"Biography, Drama, Romance","Michael Hoffman","Michael Hoffman (screenplay), Jay Parini (based on the novel by)","Helen Mirren, Christopher Plummer, Paul Giamatti, James McAvoy","A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things.","English","Germany, Russia, UK","Nominated for 2 Oscars. Another 2 wins & 13 nominations.","http://ia.media-imdb.com/images/M/MV5BMTA4MTAzNTQzMDNeQTJeQWpwZ15BbWU3MDgzNTg2MDM@._V1_SX300.jpg",76,7,"14,656","tt0824758","movie","True",NA,"Germany","Biography"
